Private School Name,State Name [Private School] Latest available year,Phone Number [Private School] 2009-10,Mailing Address [Private School] 2009-10,City [Private School] 2009-10,State Abbr [Private School] Latest available year,ZIP [Private School] 2009-10
SALEM LUTHERAN SCHOOL,MISSOURI,3143539242,5025 LAKEWOOD AVE,SAINT LOUIS,MO ,63123
SALEM LUTHERAN SCHOOL,MISSOURI,3147418220,5190 PARKER RD,FLORISSANT,MO ,63033
SALEM LUTHERAN SCHOOL,MISSOURI,5728245472,287 PCR 328,FARRAR,MO ,63746
SALEM MONTESSORI SCHOOL,NORTH CAROLINA,3367480800,529 S CHURCH ST,WINSTON SALEM,NC ,27101
SALEM MONTESSORI SCHOOL,OREGON,5033646615,PO BOX 7724,SALEM,OR ,97303
SALEM MONTESSORI SCHOOL INC,VIRGINIA,5403871523,1574 ROANOKE BLVD,SALEM,VA ,24153
SALEM RANCH,ILLINOIS,8157964561,15161 N 400 EAST RD,FLANAGAN,IL ,61740
SALEM SAYERS BAPTIST ACADEMY,TEXAS,2106491178,PO BOX 397,ADKINS,TX ,78101
SALEM SCHOOL,MARYLAND,3016890322,605 SALEM DR,FROSTBURG,MD ,21532
SALEM ST MARY'S ELEMENTARY SCHOOL,SOUTH DAKOTA,6054252607,PO BOX 40,SALEM,SD ,57058
SALEM WESLEYAN ACADEMY,OHIO,3303324819,1095 NEWGARDEN AVE,SALEM,OH ,44460
SALESIAN ELEMENTARY & JUNIOR HIGH SCHOOL,CALIFORNIA,8317285518,605 ENOS LN,CORRALITOS,CA ,95076
SALESIAN HIGH SCHOOL,CALIFORNIA,5102344433,2851 SALESIAN AVE,RICHMOND,CA ,94804
SALESIAN HIGH SCHOOL,NEW YORK,9146320248,148 MAIN ST,NEW ROCHELLE,NY ,10801
SALESIANUM SCHOOL,DELAWARE,3026542495,1801 N BROOM ST,WILMINGTON,DE ,19802
SALFORD MENNONITE CHILD CARE CENTER,PENNSYLVANIA,2152566421,480 GROFF MILL RD,HARLEYSVILLE,PA ,19438
SALIDA CHRISTIAN SCHOOL,COLORADO,7195391693,PO BOX 923,SALIDA,CO ,81201
SALINA CHRISTIAN ACADEMY,KANSAS,7854529929,1009 HIGHLAND AVE,SALINA,KS ,67401
SALINA SDA SCHOOL,KANSAS,7858278700,831 N 10TH ST,SALINA,KS ,67401
SALINAS CHRISTIAN SCHOOL,CALIFORNIA,8314495421,345 E ALVIN DR,SALINAS,CA ,93906
SALINE CHRISTIAN ACADEMY,KENTUCKY,6066799265,2685 W HIGHWAY 80,SOMERSET,KY ,42503
SALISBURY ACADEMY,NORTH CAROLINA,7046363002,2210 JAKE ALEXANDER BLVD N,SALISBURY,NC ,28147
SALISBURY BAPTIST ACADEMY,MARYLAND,4105464455,6413 HOBBS RD,SALISBURY,MD ,21804
SALISBURY CHRISTIAN SCHOOL,MARYLAND,4105460661,807 PARKER RD,SALISBURY,MD ,21804
SALISBURY MENNONITE SCHOOL,MARYLAND,4107497932,31953 DAGSBORO RD,PARSONSBURG,MD ,21849
SALISBURY SCHOOL,CONNECTICUT,8604355700,251 CANAAN RD,SALISBURY,CT ,06068
SALISBURY SEVENTH-DAY ADVENTIST SCHOOL,NORTH CAROLINA,7046331282,305 RUDOLPH RD,SALISBURY,NC ,28146
SALMA K FARID ACADEMY,CONNECTICUT,2032301965,131 LEEDER HILL DR,HAMDEN,CT ,06517
SALMON CREEK COMMUNITY SCHOOL,CALIFORNIA,7079431500,PO BOX 670,MIRANDA,CA ,95553
SALMON SDA SCHOOL,IDAHO,2087564439,400 FAIRMONT ST,SALMON,ID ,83467
SALMONBERRY SCHOOL,WASHINGTON,3603766310,PO BOX 1197,EASTSOUND,WA ,98245
SALPOINTE CATHOLIC HIGH SCHOOL,ARIZONA,5205475906,1545 E COPPER ST,TUCSON,AZ ,85719
SALT LAKE JUNIOR ACADEMY,UTAH,8014671374,965 E 3370 S,SALT LAKE CITY,UT ,84106
SALT LAKE LUTHERAN HIGH SCHOOL,UTAH,8012666676,4020 S 900 E,SALT LAKE CITY,UT ,84124
SAM & ROSE STEIN EDUCATION CENTER,CALIFORNIA,6192815511,6145 DECENA DR,SAN DIEGO,CA ,92120
SAM & ROSE STEIN EDUCATION CENTER,CALIFORNIA,6194988384,647 E ST,CHULA VISTA,CA ,91910
SAMARITAN HOUSE FOR BOYS,FLORIDA,7722874123,1490 SE COVE RD,STUART,FL ,34997
SAMMAMISH CHILDRENS SCHOOL,WASHINGTON,4253139000,207 228TH AVE SE,SAMMAMISH,WA ,98074
SAMMAMISH CHRISTIAN SCHOOL & NOAH'S ARK PRESCHOOL,WASHINGTON,4253927470,4221 228TH AVE SE B,ISSAQUAH,WA ,98029
SAMPSON CHRISTIAN ACADEMY,TENNESSEE,4238815069,29004 SR 30,PIKEVILLE,TN ,37367
SAMUEL FULLER SCHOOL,MASSACHUSETTS,5087154256,6 PLYMPTON ST,MIDDLEBORO,MA ,02346
SAN ANGELO CHRISTIAN ACADEMY,TEXAS,3256518363,518 COUNTRY CLUB RD,SAN ANGELO,TX ,76904
SAN ANSELMO MONTESSORI SCHOOL,CALIFORNIA,4154573428,PO BOX 707,SAN ANSELMO,CA ,94979
SAN ANTONIO ACADEMY OF TEXAS,TEXAS,2107337331,117 E FRENCH PL,SAN ANTONIO,TX ,78212
SAN ANTONIO CHRISTIAN PK-12,TEXAS,2103401864,19202 REDLAND RD BLDG I,SAN ANTONIO,TX ,78259
SAN ANTONIO CHRISTIAN SCHOOL,CALIFORNIA,9099822301,1722 E 8TH ST,ONTARIO,CA ,91764
SAN CARLOS SCHOOL,CALIFORNIA,8313751324,450 CHURCH ST,MONTEREY,CA ,93940
SAN DIEGO ACADEMY,CALIFORNIA,6192679550,2800 E 4TH ST,NATIONAL CITY,CA ,91950
SAN DIEGO CENTER FOR CHILDREN ACADEMY,CALIFORNIA,8585692131,3002 ARMSTRONG ST,SAN DIEGO,CA ,92111
SAN DIEGO FRENCH AMERICAN SCHOOL,CALIFORNIA,8584562807,6550 SOLEDAD MOUNTAIN RD,LA JOLLA,CA ,92037
SAN DIEGO JEWISH ACADEMY,CALIFORNIA,8587043700,11860 CARMEL CREEK RD,SAN DIEGO,CA ,92130
SAN DIEGO LIBERAL ARTS ACADEMY,CALIFORNIA,8587754012,11255 REDBUD CT,SAN DIEGO,CA ,92127
SAN DOMENICO SCHOOL,CALIFORNIA,4152581900,1500 BUTTERFIELD RD,SAN ANSELMO,CA ,94960
SAN FELIPE DE NERI SCHOOL,NEW MEXICO,5052422411,2000 LOMAS BLVD NW,ALBUQUERQUE,NM ,87104
SAN FERNANDO VALLEY ACADEMY,CALIFORNIA,8183491373,17601 LASSEN ST,NORTHRIDGE,CA ,91325
SAN FERNANDO VALLEY PROFESSIONAL SCHOOL,CALIFORNIA,8189859485,PO BOX 5269,NORTH HOLLYWOOD,CA ,91616
SAN FRANCISCO ADVENTIST,CALIFORNIA,4155855550,66 GENEVA AVE,SAN FRANCISCO,CA ,94112
SAN FRANCISCO CHRISTIAN SCHOOL,CALIFORNIA,4155861117,25 WHITTIER ST,SAN FRANCISCO,CA ,94112
SAN FRANCISCO CITY ACADEMY,CALIFORNIA,4153450924,PO BOX 16217,SAN FRANCISCO,CA ,94116
SAN FRANCISCO DAY SCHOOL,CALIFORNIA,4159312422,350 MASONIC AVE,SAN FRANCISCO,CA ,94118
SAN FRANCISCO DE ASIS,ARIZONA,9287791337,320 N HUMPHREYS ST,FLAGSTAFF,AZ ,86001
SAN FRANCISCO FRIENDS SCHOOL,CALIFORNIA,4155650400,250 VALENCIA ST,SAN FRANCISCO,CA ,94103
SAN FRANCISCO SCHOOL,CALIFORNIA,4152395065,300 GAVEN ST,SAN FRANCISCO,CA ,94134
SAN FRANCISCO UNIVERSITY HIGH SCHOOL,CALIFORNIA,4154473100,3065 JACKSON ST,SAN FRANCISCO,CA ,94115
SAN FRANCISCO WALDORF SCHOOL,CALIFORNIA,4159312750,2938 WASHINGTON ST,SAN FRANCISCO,CA ,94115
SAN GABRIEL ACADEMY,CALIFORNIA,6262921156,8827 E BROADWAY,SAN GABRIEL,CA ,91776
SAN GABRIEL CHRISTIAN SCHOOL,CALIFORNIA,6262870486,117 N PINE ST,SAN GABRIEL,CA ,91775
SAN GABRIEL MISSION ELEMENTARY SCHOOL,CALIFORNIA,6262812454,416 S MISSION DR,SAN GABRIEL,CA ,91776
SAN GABRIEL MISSION HIGH SCHOOL,CALIFORNIA,6262823181,254 S SANTA ANITA ST,SAN GABRIEL,CA ,91776
SAN JACINTO CHRISTIAN ACADEMY,TEXAS,8063722285,PO BOX 3428,AMARILLO,TX ,79116
SAN JOAQUIN MEMORIAL HIGH SCHOOL,CALIFORNIA,5592689251,1406 N FRESNO ST,FRESNO,CA ,93703
SAN JOSE CATHOLIC GRADE SCHOOL,FLORIDA,9047332313,3619 TOLEDO RD,JACKSONVILLE,FL ,32217
SAN JOSE CHRISTIAN SCHOOL,CALIFORNIA,4083717741,1300 SHEFFIELD AVE,CAMPBELL,CA ,95008
SAN JOSE EPISCOPAL DAY SCHOOL,FLORIDA,9047330352,7423 SAN JOSE BLVD,JACKSONVILLE,FL ,32217
SAN JOSE MONTESSORI SCHOOL,CALIFORNIA,4083779888,1300 SHEFFIELD AVE RMS 9&10,CAMPBELL,CA ,95008
SAN JUAN DEL RIO CATHOLIC SCHOOL,FLORIDA,9042878081,1714 STATE ROAD 13,SAINT JOHNS,FL ,32259
SAN JUAN DIEGO CATHOLIC HIGH SCHOOL,TEXAS,5128041935,800 HERNDON LN,AUSTIN,TX ,78704
SAN JUAN MONTESSORI,CALIFORNIA,9494962927,32143 ALIPAZ ST,SAN JUAN CAPISTRANO,CA ,92675
SAN LUIS OBISPO CHRISTIAN SCHOOL,CALIFORNIA,8055431146,PO BOX 385,SAN LUIS OBISPO,CA ,93406
SAN LUIS OBISPO CLASSICAL ACADEMY,CALIFORNIA,8055488700,PO BOX 3601,SAN LUIS OBISPO,CA ,93403
SAN MAR CHILDREN'S HOME INC,MARYLAND,5017339067,8504 MAPLEVILLE RD,BOONSBORO,MD ,21713
SAN MARCOS ADVENTIST JUNIOR ACADEMY,TEXAS,5123929475,PO BOX 801,SAN MARCOS,TX ,78667
SAN MARCOS BAPTIST ACADEMY,TEXAS,5123532400,2801 RANCH RD 12,SAN MARCOS,TX ,78666
SAN MARINO MONTESSORI,CALIFORNIA,6265778007,444 S SIERRA MADRE BLVD,PASADENA,CA ,91107
SAN MARTIN DE PORRES CATHOLIC SCHOOL,TEXAS,9569738642,905 N TEXAS BLVD,WESLACO,TX ,78596
SAN MIGUEL ACADEMY OF NEWBURGH,NEW YORK,8455612822,241 LIBERTY ST,NEWBURGH,NY ,12550
SAN MIGUEL ELEMENTARY SCHOOL,CALIFORNIA,3235676892,2270 E 108TH ST,LOS ANGELES,CA ,90059
SAN MIGUEL HIGH SCHOOL,ARIZONA,5202946403,6601 S SAN FERNANDO RD,TUCSON,AZ ,85756
SAN MIGUEL MIDDLE SCHOOL,MINNESOTA,6128701109,3800 PLEASANT AVE,MINNEAPOLIS,MN ,55409
SAN MIGUEL SCHOOL,DISTRICT OF COLUMBIA,2022328345,7705 GEORGIA AVE NW,WASHINGTON,DC ,20012
SAN MIGUEL SCHOOL-GARY COMER CAMPUS,ILLINOIS,7732618851,819 N LEAMINGTON AVE,CHICAGO,IL ,60651
SAN MIGUEL-BACK OF THE YARDS,ILLINOIS,7738901481,1949 W 48TH ST,CHICAGO,IL ,60609
SAN PEDRO ACADEMY,CALIFORNIA,3237526903,PO BOX 5099,INGLEWOOD,CA ,90310
SAN RAMON VALLEY CHRISTIAN ACADEMY,CALIFORNIA,9258389622,220 W EL PINTADO,DANVILLE,CA ,94526
SAN ROQUE SCHOOL,CALIFORNIA,8056873717,3214 CALLE CEDRO,SANTA BARBARA,CA ,93105
SAN XAVIER MISSION SCHOOL,ARIZONA,5202940628,1980 W SAN XAVIER RD,TUCSON,AZ ,85746
SANBORN CHRISTIAN SCHOOL,IOWA,7127293288,405 W 2ND ST,SANBORN,IA ,51248
SANCTA FAMILIA ACADEMY,FLORIDA,3212596464,1204 N HARBOR CITY BLVD,MELBOURNE,FL ,32935
SANCTUARY CHRISTIAN ACADEMY,TEXAS,9563181330,PO BOX 6283,MCALLEN,TX ,78502
SANCTUARY CHRISTIAN ACADEMY,PENNSYLVANIA,2157486510,5923 WALNUT ST,PHILADELPHIA,PA ,19139
SAND HILL SCHOOL,OHIO,3308523223,207 PLEASANT VALLEY RD NW,SUGARCREEK,OH ,44681
SAND PATHS ACADEMY,CALIFORNIA,4158262662,1218 S VAN NESS AVE,SAN FRANCISCO,CA ,94110
SANDBOX EARLY CARE & EDUCATION,ILLINOIS,7083497732,14311 S 82ND AVE,ORLAND PARK,IL ,60462
SANDBOX LEARNING CENTER,ILLINOIS,7083497557,9970 W 151ST ST,ORLAND PARK,IL ,60462
SANDBOX LEARNING CENTER,ILLINOIS,7085988410,7845 W 103RD ST,PALOS HILLS,IL ,60465
SANDBOX LEARNING CENTER,ILLINOIS,7083715443,12832 S RIDGELAND AVE,PALOS HEIGHTS,IL ,60463
SANDBOX PRESCHOOL,ILLINOIS,7083715443,12832 RIDGELAND AVE,PALOS HEIGHTS,IL ,60463
SANDBOX PRESCHOOL & CHILD CARE,ILLINOIS,7083012311,12030 W 159TH ST,HOMER GLEN,IL ,60491
SANDERLING SCHOOL,CALIFORNIA,7606353747,1578 S EL CAMINO REAL,ENCINITAS,CA ,92024
SANDERS ACADEMY OF EXCELLENCE,ILLINOIS,7735687040,11515 S PRAIRIE AVE,CHICAGO,IL ,60628
SANDHILLS SCHOOL,SOUTH CAROLINA,8036951400,1500 HALLBROOK DR,COLUMBIA,SC ,29209
SANDIA MONTESSORI SCHOOL OF ALBUQUERQUE,NEW MEXICO,5052936614,3240 JUAN TABO BLVD NE A,ALBUQUERQUE,NM ,87111
SANDIA PREPARATORY SCHOOL,NEW MEXICO,5053443000,532 OSUNA RD NE,ALBUQUERQUE,NM ,87113
SANDIA VIEW ACADEMY,NEW MEXICO,5058980717,65 SANDIA VIEW LN,CORRALES,NM ,87048
SANDIA VIEW ELEMENTARY SCHOOL,NEW MEXICO,5058974805,24 ACADEMY DR,CORRALES,NM ,87048
SANDPOINT CHRISTIAN SCHOOL,IDAHO,2082658624,477954 HIGHWAY 95,PONDERAY,ID ,83852
SANDPOINT JR ACADEMY,IDAHO,2082633584,2255 W PINE ST,SANDPOINT,ID ,83864
SANDPOINT WALDORF SCHOOL,IDAHO,2082652683,PO BOX 95,SANDPOINT,ID ,83864
SANDUSKY CENTRAL CATHOLIC SCHOOL,OHIO,4196261892,410 W JEFFERSON ST,SANDUSKY,OH ,44870
SANDY LANE NURSERY SCHOOL,NEW JERSEY,9737516380,634 MILL ST,BELLEVILLE,NJ ,07109
SANDY RIDGE SCHOOL,INDIANA,,516 1ST RD,NAPPANEE,IN ,46550
SANDY RIDGE SCHOOL K-8,INDIANA,5747737661,516 1ST RD # 3 RR,NAPPANEE,IN ,46550
SANDY SPRING FRIENDS SCHOOL,MARYLAND,3017747455,16923 NORWOOD RD,SANDY SPRING,MD ,20860
SANFORD SCHOOL,DELAWARE,3022395263,PO BOX 888,HOCKESSIN,DE ,19707
SANIKU EAST WEST LANGUAGE SCHOOL,CALIFORNIA,3105323770,16110 LA SALLE AVE,GARDENA,CA ,90247
SANKOFA FIE,DISTRICT OF COLUMBIA,2022915600,770 PARK RD NW,WASHINGTON,DC ,20010
SANLANDO CHRISTIAN SCHOOL,FLORIDA,4073391172,1894 W STATE ROAD 434,LONGWOOD,FL ,32750
SANT BANI SCHOOL,NEW HAMPSHIRE,6039343068,19 ASHRAM RD,SANBORNTON,NH ,03269
SANTA BARBARA ADVENTIST SCHOOL,CALIFORNIA,8059679914,425 ARROYO RD,SANTA BARBARA,CA ,93110
SANTA BARBARA CHRISTIAN SCHOOL,CALIFORNIA,8055634770,3723 MODOC RD,SANTA BARBARA,CA ,93105
SANTA BARBARA MIDDLE SCHOOL,CALIFORNIA,8056822989,2300A GARDEN ST,SANTA BARBARA,CA ,93105
SANTA BARBARA MONTESSORI SCHOOL,CALIFORNIA,8056857600,7421 MIRANO DR,GOLETA,CA ,93117
SANTA CATALINA SCHOOL,CALIFORNIA,8316559300,1500 MARK THOMAS DR,MONTEREY,CA ,93940
SANTA CLARA CHRISTIAN SCHOOL,CALIFORNIA,4082465423,3421 MONROE ST,SANTA CLARA,CA ,95051
SANTA CLARA DAY NURSERY,CALIFORNIA,7145548850,1021 N NEWHOPE ST,SANTA ANA,CA ,92703
SANTA CLARA ELEMENTARY SCHOOL,CALIFORNIA,8054836935,324 S E ST,OXNARD,CA ,93030
SANTA CLARA HIGH SCHOOL,CALIFORNIA,8054839502,2121 SAVIERS RD,OXNARD,CA ,93033
SANTA CLARA OF ASSISI SCHOOL,TEXAS,2143339423,321 CALUMET AVE,DALLAS,TX ,75211
SANTA CLARITA CHRISTIAN SCHOOL,CALIFORNIA,6612527371,27249 LUTHER DR,CANYON COUNTRY,CA ,91351
SANTA CRUZ CATHOLIC SCHOOL,ARIZONA,5206242093,29 W 22ND ST,TUCSON,AZ ,85713
SANTA CRUZ CHILDREN'S SCHOOL,CALIFORNIA,8314298444,366 GAULT ST,SANTA CRUZ,CA ,95062
SANTA CRUZ MONTESSORI SCHOOL,CALIFORNIA,8314761646,6230 SOQUEL DR,APTOS,CA ,95003
SANTA CRUZ WALDORF SCHOOL,CALIFORNIA,8314250519,2190 EMPIRE GRADE,SANTA CRUZ,CA ,95060
SANTA FE BAPTIST PREPARATORY ACADEMY,NEW MEXICO,5054712834,PO BOX 23528,SANTA FE,NM ,87507
SANTA FE CATHOLIC HIGH SCHOOL,FLORIDA,8636654188,3110 HIGHWAY 92 E,LAKELAND,FL ,33801
SANTA FE CENTERS,NEW JERSEY,9084643848,1496 SPRINGFIELD AVE,NEW PROVIDENCE,NJ ,07974
SANTA FE CHRISTIAN SCHOOLS,CALIFORNIA,8587558900,838 ACADEMY DR,SOLANA BEACH,CA ,92075
SANTA FE GIRLS' SCHOOL,NEW MEXICO,5058203188,310 W ZIA RD,SANTA FE,NM ,87505
SANTA FE MONTESSORI SCHOOL,CALIFORNIA,8587553232,PO BOX 745,SOLANA BEACH,CA ,92075
SANTA FE PREPARATORY SCHOOL,NEW MEXICO,5059821829,1101 CAMINO DE CRUZ BLANCA,SANTA FE,NM ,87505
SANTA FE SCHOOL FOR THE ARTS,NEW MEXICO,5054388585,5912 JAGUAR DR,SANTA FE,NM ,87507
SANTA FE SECONDARY SCHOOL,NEW MEXICO,5059822240,230 S SAINT FRANCIS DR,SANTA FE,NM ,87501
SANTA FE SPRINGS CHRISTIAN,CALIFORNIA,5628682263,11457 FLORENCE AVE,SANTA FE SPRINGS,CA ,90670
SANTA FE WALDORF SCHOOL,NEW MEXICO,5054676441,26 PUESTA DEL SOL,SANTA FE,NM ,87508
SANTA LUCIA SCHOOL,CALIFORNIA,8054342217,1460 PLUM ORCHARD LN,TEMPLETON,CA ,93465
SANTA LUCIA SCHOOL,ILLINOIS,3123261839,3017 S WELLS ST,CHICAGO,IL ,60616
SANTA MARGARITA CATHOLIC HIGH SCHOOL,CALIFORNIA,9497666001,22062 ANTONIO PKWY,RANCHO SANTA MARGARITA,CA ,92688
SANTA MARIA DEL POPOLO SCHOOL,ILLINOIS,8479492335,126 N LAKE ST,MUNDELEIN,IL ,60060
SANTA MARIA SCHOOL,NEW YORK,7188233636,1510 ZEREGA AVE,BRONX,NY ,10462
SANTA MONICA MONTESSORI,CALIFORNIA,3108293551,1909 COLORADO AVE,SANTA MONICA,CA ,90404
SANTA ROSA CHRISTIAN SCHOOL,FLORIDA,8506234671,6331 CHESTNUT ST,MILTON,FL ,32570
SANTA ROSA CHRISTIAN SCHOOL,CALIFORNIA,7075426414,50 MARK WEST SPRINGS RD,SANTA ROSA,CA ,95403
SANTA ROSA DE LIMA CATHOLIC SCHOOL,CALIFORNIA,8183615096,1309 MOTT ST,SAN FERNANDO,CA ,91340
SANTA TERESITA ELEMENTARY SCHOOL,CALIFORNIA,3232211129,2646 ZONAL AVE,LOS ANGELES,CA ,90033
SANTA YNEZ VALLEY CHRISTIAN ACADEMY,CALIFORNIA,8056883830,891 N REFUGIO RD,SANTA YNEZ,CA ,93460
SANTIAM CHRISTIAN SCHOOL,OREGON,5417455524,7220 NE ARNOLD AVE,ADAIR VILLAGE,OR ,97330
SANTIAM CROSSING,OREGON,5033944294,PO BOX 482,SCIO,OR ,97374
SANTINA BAY ACADEMY,FLORIDA,7272169738,2150 ALT 19 STE B,PALM HARBOR,FL ,34683
SANTO NINOS REGIONAL CATHOLIC SCHOOL,NEW MEXICO,5054241766,23 COLLEGE DR,SANTA FE,NM ,87508
SAPPO SCHOOL,NEW YORK,6317362146,3390 ROUTE 112 BUILDING B,MEDFORD,NY ,11763
SAR ACADEMY,NEW YORK,7185481717,655 W 254TH ST,BRONX,NY ,10471
SAR HIGH SCHOOL,NEW YORK,7185482727,5900 NETHERLAND AVE,BRONX,NY ,10471
SARAH & IRVING PITT CHILD DEVELOPMENT CENTER,MICHIGAN,2484325582,6600 W MAPLE RD,WEST BLOOMFIELD,MI ,48322
SARASOTA CHRISTIAN SCHOOL,FLORIDA,9413716481,5415 BAHIA VISTA ST,SARASOTA,FL ,34232
SARASOTA LUTHERAN SCHOOL,FLORIDA,9419228164,5651 HONORE AVE,SARASOTA,FL ,34233
SARASOTA WALDORF SCHOOL,FLORIDA,9419273711,6124 CRESTWOOD AVE,SARASOTA,FL ,34231
SARATOGA CENTRAL CATHOLIC HIGH SCHOOL,NEW YORK,5185877070,247 BROADWAY,SARATOGA SPRINGS,NY ,12866
SARATOGA INDEPENDENT SCHOOL,NEW YORK,5185830841,459 LAKE AVE,SARATOGA SPRINGS,NY ,12866
SARDIS CHRISTIAN SCHOOL,ALABAMA,2057864379,1620 4TH CT W,BIRMINGHAM,AL ,35208
SARGENT REHABILITATION CENTER,RHODE ISLAND,4018866653,800 QUAKER LN,EAST GREENWICH,RI ,02818
SARI ISDANER EARLY CHILDHOOD CENTER AT KATZ JCC,NEW JERSEY,8564244444,1301 SPRINGDALE RD,CHERRY HILL,NJ ,08003
SARKIS & SIRAN GABRELLIAN CHILDCARE & LEARNING CTR,NEW JERSEY,2019962987,30 PROSPECT AVE,HACKENSACK,NJ ,07601
SATMAR CHEDER/UNITED TALMUDICAL ACADEMY,NEW JERSEY,7323708757,800 PRINCETON AVE,LAKEWOOD,NJ ,08701
SATORI,ARIZONA,5208874003,3801 N 1ST AVE,TUCSON,AZ ,85719
SATSUMA CHRISTIAN SCHOOL,ALABAMA,2516751295,PO BOX 610,SATSUMA,AL ,36572
SAUGANASH MONTESSORI SCHOOL,ILLINOIS,7735456295,5750 N ROGERS AVE,CHICAGO,IL ,60646
SAUL MIROWITZ DAY SCHOOL-REFORM JEWISH ACADEMY,MISSOURI,3145692692,11411 N 40 DR,SAINT LOUIS,MO ,63131
SAVANNAH ADVENTIST CHRISTIAN SCHOOL,GEORGIA,9127485977,50 GODLEY WAY,POOLER,GA ,31322
SAVANNAH CHRISTIAN ACADEMY,TENNESSEE,7319261504,3514 CRAVENS RD,SAVANNAH,TN ,38372
SAVANNAH CHRISTIAN MIDDLE,GEORGIA,9123552693,2415 E DERENNE AVE,SAVANNAH,GA ,31406
SAVANNAH CHRISTIAN PREP,GEORGIA,9122341653,PO BOX 2848,SAVANNAH,GA ,31402
SAVANNAH COUNTRY DAY SCHOOL,GEORGIA,9129258800,824 STILLWOOD DR,SAVANNAH,GA ,31419
SAWGRASS ADVENTIST SCHOOL,FLORIDA,9544734622,11701 NW 4TH ST,PLANTATION,FL ,33325
SAXON HILL SCHOOL INC,VERMONT,8028993832,PO BOX 68,JERICHO,VT ,05465
SAXONY LUTHERAN HIGH SCHOOL,MISSOURI,5732047555,2004 SAXONY LN,JACKSON,MO ,63755
SAYRE MONTESSORI SCHOOL,IOWA,5152257378,1700 28TH ST,WEST DES MOINES,IA ,50266
SAYRE SCHOOL,KENTUCKY,8592541361,194 N LIMESTONE,LEXINGTON,KY ,40507
SCAPPOOSE ADVENTIST SCHOOL,OREGON,5035436939,PO BOX 889,SCAPPOOSE,OR ,97056
SCARVILLE LUTHERAN SCHOOL,IOWA,6415683372,411 LOGAN ST,SCARVILLE,IA ,50473
SCATTERGOOD FRIENDS SCHOOL,IOWA,3196437600,1951 DELTA AVE,WEST BRANCH,IA ,52358
SCECINA MEMORIAL HIGH SCHOOL,INDIANA,3173566377,5000 NOWLAND AVE,INDIANAPOLIS,IN ,46201
SCENIC ACRES,OHIO,,3551 TOWNSHIP ROAD 162,SUGARCREEK,OH ,44681
SCENIC HILLS SDA CHRISTIAN SCHOOL,TEXAS,2105232312,11223 BANDERA RD,SAN ANTONIO,TX ,78250
SCENIC LAND SCHOOL,TENNESSEE,4238779711,1200 MOUNTAIN CREEK RD STE 300,CHATTANOOGA,TN ,37405
SCENIC VALLEY,OHIO,,1860 TR 151,BALTIC,OH ,43804
SCENIC VALLEY MENNONITE SCHOOL,NEW YORK,6072437167,1719 STATE ROUTE 230,DUNDEE,NY ,14837
SCENIC VIEW,OHIO,,6661 SR 241,MILLERSBURG,OH ,44654
SCHAEFFER ACADEMY,MINNESOTA,5072861050,2700 SCHAEFFER LN NE,ROCHESTER,MN ,55906
SCHAUMBURG CHRISTIAN SCHOOL,ILLINOIS,8478853230,200 N ROSELLE RD,SCHAUMBURG,IL ,60194
SCHENECTADY CHRISTIAN SCHOOL,NEW YORK,5183704272,36-38 SACANDAGA RD,SCOTIA,NY ,12302
SCHILLER INTERNATIONAL SCHOOL,FLORIDA,2393845653,4995 AIRPORT PULLING RD N,NAPLES,FL ,34105
SCHLARMAN HIGH SCHOOL,ILLINOIS,2174422725,2112 N VERMILION ST,DANVILLE,IL ,61832
SCHOLAR SKILLS CHRISTIAN ACADEMY,NEW YORK,7182584647,4705 AVENUE N,BROOKLYN,NY ,11234
SCHOLARS ACADEMY,CALIFORNIA,4082382500,3703 SILVER CREEK RD,SAN JOSE,CA ,95121
SCHOLARS ARMENIAN SCHOOL & ART CENTER,CALIFORNIA,8182441617,1021 GRANDVIEW AVE,GLENDALE,CA ,91201
SCHOLZE CENTER,TENNESSEE,4234250215,911 PINEVILLE RD,CHATTANOOGA,TN ,37405
SCHOOL AROUND US,MAINE,2079673143,281 LOG CABIN RD,ARUNDEL,ME ,04046
SCHOOL FOR CHILDREN,NEW JERSEY,7325422525,270 INDUSTRIAL WAY W,EATONTOWN,NJ ,07724
SCHOOL FOR EDUCATIONAL ENRICHMENT,TEXAS,9155849499,7310 BISHOP FLORES DR,EL PASO,TX ,79912
SCHOOL FOR INDEPENDENT LEARNERS,CALIFORNIA,6509414350,909 N SAN ANTONIO RD,LOS ALTOS,CA ,94022
SCHOOL FOR LANGUAGE & COMMUNICATION DEVELOPMENT,NEW YORK,5166092000,100 GLEN COVE AVE,GLEN COVE,NY ,11542
SCHOOL FOR YOUNG PERFORMERS,NEW YORK,2126633921,12 DESBROSSES STREET,NEW YORK,NY ,10013
SCHOOL OF ENVIRONMENTAL EDUCATION,TEXAS,9368942141,7738 CAMP KAPPE RD,PLANTERSVILLE,TX ,77363
SCHOOL OF EXCELLENCE,FLORIDA,9547926118,1144 NW 31ST AVE,FORT LAUDERDALE,FL ,33311
SCHOOL OF HOPE,TENNESSEE,8659835904,1633 LOUISVILLE RD,ALCOA,TN ,37701
SCHOOL OF KNOWLEDGE,INDIANA,3179230328,2850 COLD SPRING RD,INDIANAPOLIS,IN ,46222
SCHOOL OF LITTLE SCHOLARS,CALIFORNIA,6263579660,932 BUENA VISTA ST,DUARTE,CA ,91010
